Time Remaining,Play Number,Down,Score Difference,Play Type,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Description,Best
900,55,4,0,punt,6,54,0,4,"4th and 6 at FSU46 Mastromanno,Alex punt 51 yards to the CLEM03.",punt
1800,56,1,0,pass,10,82,0,0,"1st and 10 at FSU18 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Wilson,Johnny.",pass
1800,57,2,0,pass,10,82,0,0,"2nd and 10 at FSU18 No Huddle-Shotgun Travis,Jordan pass incomplete deep left to Coleman,Keon.",pass
1800,58,3,0,pass,10,82,10,0,"3rd and 10 at FSU18 No Huddle-Shotgun Travis,Jordan pass complete short left to Wilson,Johnny for 10 yards to the FSU28",pass
1377,59,3,0,pass,19,91,-2,10,"3rd and 19 at FSU9 No Huddle-Shotgun Travis,Jordan sacked for loss of 2 yards to the FSU07 (Thomas,Xavier).",rush middle
1377,60,4,0,punt,21,93,0,-2,"4th and 21 at FSU7 Mastromanno,Alex punt 59 yards to the CLEM34 Greene,Hamp return 10 yards to the CLEM44 (Campbell Jr.,CJ).",punt
1009,61,1,0,pass,10,80,35,0,"1st and 10 at FSU20 No Huddle-Shotgun Travis,Jordan pass complete deep left to Wilson,Johnny for 25 yards to the FSU45, End Of",pass
1009,62,1,0,rush left,10,55,0,35,"1st and 10 at FSU45 No Huddle-Shotgun Travis,Jordan rush left for 1 yard gain to the FSU46 (Woods,Peter).",rush left
1009,63,2,0,pass,9,54,0,0,"2nd and 9 at FSU46 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny.",pass
1009,64,3,0,pass,9,54,25,0,"3rd and 9 at FSU46 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 15 yards to the CLEM39, End",pass
1009,65,1,0,pass,10,39,0,25,"1st and 10 at CLE39 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny QB hurried by Orhorhoro,Ruke.",pass
1009,66,2,0,pass,10,39,0,0,"2nd and 10 at CLE39 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Coleman,Keon broken up by Phillips,Jalyn.",pass
1009,67,3,0,pass,10,39,0,0,"3rd and 10 at CLE39 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny broken up by Wiggins,Nate.",pass
918,68,4,0,pass,10,39,0,0,"4th and 10 at CLE39 No Huddle-Shotgun Travis,Jordan pass incomplete deep left to Coleman,Keon broken up by Wiggins,Nate.",pass
900,69,1,0,rush middle,10,25,0,0,"1st and 10 at CLE25 No Huddle-Shotgun Bell,Jaheim rush middle for 1 yard gain to the CLEM24 (Davis,Tyler; Phillips,Jalyn).",rush middle
900,70,2,0,pass,9,24,34,0,"2nd and 9 at CLE24 No Huddle-Shotgun Travis,Jordan pass complete deep right to Coleman,Keon for 24 yards to the CLEM00",pass
900,71,1,0,kick attempt,10,3,0,34,"1st and 10 at CLE3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3600,1,1,0,pass,10,75,8,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 8 yards to the Fla St33",pass
3600,2,2,0,pass,2,67,6,8,"2nd and 2 at FSU33 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 6 yards to the Fla St39",pass
3600,3,1,0,pass,10,61,0,6,"1st and 10 at FSU39 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Coleman,Keon QB hurried by Davis,Jasheen.",pass
3600,4,2,0,pass,10,61,3,0,"2nd and 10 at FSU39 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 3 yards to the Fla St42",pass
3600,5,3,0,pass,7,58,23,3,"3rd and 7 at FSU42 No Huddle-Shotgun Travis,Jordan pass complete short right to Morlock,Kyle for 13 yards to the Wake45",pass
3600,6,1,0,pass,10,45,43,23,"1st and 10 at WFU45 No Huddle-Shotgun Travis,Jordan pass complete deep right to Poitier,Kentron for 33 yards to the Wake12",pass
3600,7,1,0,rush middle,10,12,-5,43,"1st and 10 at WFU12 No Huddle-Shotgun Travis,Jordan rush middle for 5 yards loss to the Wake17 fumbled by Travis,Jordan at",pass
3600,8,2,0,rush middle,15,17,4,-5,"2nd and 15 at WFU17 No Huddle-Shotgun Hill,Rodney rush middle for 4 yards gain to the Wake13 (Roberts,Jacob).",rush middle
3338,9,3,0,rush right,11,13,83,4,"3rd and 11 at WFU13 No Huddle-Shotgun Travis,Jordan rush right for 13 yards gain to the Wake00 TOUCHDOWN, clock 10:38, 1ST",rush right
3338,10,1,0,kick attempt,10,3,0,83,"1st and 10 at WFU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3338,11,1,7,rush left,10,88,5,0,"1st and 10 at FSU12 No Huddle-Shotgun Benson,Trey rush left for 5 yards gain to the Fla St17 (Jones,DaShawn).",rush left
3338,12,2,7,rush middle,5,83,24,5,"2nd and 5 at FSU17 No Huddle-Shotgun Travis,Jordan rush middle for 14 yards gain to the Fla St31 (Roberts,Jacob), 1ST DOWN.",rush middle
3338,13,1,7,pass,10,69,0,24,"1st and 10 at FSU31 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Coleman,Keon broken up by Carson,Caelen.",pass
3338,14,2,7,pass,10,69,0,0,"2nd and 10 at FSU31 No Huddle-Shotgun Travis,Jordan pass incomplete deep left to Williamson,Darion broken up by Mustapha,Malik",pass
3338,15,3,7,pass,10,69,3,0,"3rd and 10 at FSU31 No Huddle-Shotgun Travis,Jordan pass complete short right to Douglas,Ja'Khi for 3 yards to the Fla St34",pass
3338,16,4,7,punt,7,66,0,3,"4th and 7 at FSU34 Mastromanno,Alex punt 48 yards to the Wake18 Morin,Taylor return 4 yards to the Wake22 (Bethune,Tatum).",punt
3338,17,1,7,rush middle,10,63,8,0,"1st and 10 at FSU37 No Huddle-Shotgun Benson,Trey rush middle for 8 yards gain to the Fla St45 (Mustapha,Malik).",rush middle
3338,18,2,7,pass,2,55,0,8,"2nd and 2 at FSU45 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Coleman,Keon QB hurried by Ganious,Bryce.",pass
3338,19,3,7,pass,2,55,0,0,"3rd and 2 at FSU45 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Poitier,Kentron.",pass
3338,20,4,7,punt,2,55,0,0,"4th and 2 at FSU45 Mastromanno,Alex punt 54 yards to the Wake01.",punt
3338,21,1,7,rush right,10,48,9,0,"1st and 10 at WFU48 No Huddle-Shotgun Toafili,Lawrance rush right for 9 yards gain to the Wake39 (Hall,Aiden).",rush right
3338,22,2,7,rush left,1,39,-4,9,"2nd and 1 at WFU39 No Huddle-Shotgun Hill,Rodney rush left for 4 yards loss to the Wake43 (Mustapha,Malik).",rush right
3338,23,3,7,pass,5,43,23,-4,"3rd and 5 at WFU43 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 13 yards to the Wake30",pass
3338,24,1,7,rush right,10,30,3,23,"1st and 10 at WFU30 No Huddle-Shotgun Benson,Trey rush right for 3 yards gain to the Wake27 (Mustapha,Malik).",rush right
3338,25,2,7,pass,7,27,0,3,"2nd and 7 at WFU27 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Coleman,Keon.",pass
3338,26,3,7,pass,7,27,0,0,"3rd and 7 at WFU27 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Bell,Jaheim broken up by Garnes,Chelen QB",pass
3338,27,4,7,field goal attempt,7,27,5,0,"4th and 7 at WFU27 Fitzgerald,Ryan field goal attempt from 46 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
2526,28,1,3,pass,10,57,33,5,"1st and 10 at FSU43 No Huddle-Shotgun Travis,Jordan pass complete short right to Hill,Rodney for 23 yards to the Wake34",pass
2526,29,1,3,rush right,10,34,5,33,"1st and 10 at WFU34 No Huddle-Shotgun Benson,Trey rush right for 5 yards gain to the Wake29, out of bounds at Wake29.",rush right
2526,30,2,3,pass,5,29,39,5,"2nd and 5 at WFU29 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 29 yards to the Wake00",pass
2441,31,1,3,kick attempt,10,3,0,39,"1st and 10 at WFU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2441,32,1,10,rush right,10,59,0,0,"1st and 10 at FSU41 No Huddle-Shotgun Benson,Trey rush right for 0 yards to the Fla St41 (Garnes,Chelen).",rush right
2441,33,2,10,pass,10,59,69,0,"2nd and 10 at FSU41 No Huddle-Shotgun Travis,Jordan pass complete deep right to Poitier,Kentron for 59 yards to the Wake00",pass
2305,34,2,10,pass,20,69,35,69,"2nd and 20 at FSU31 No Huddle-Shotgun Travis,Jordan pass complete deep right to Coleman,Keon for 25 yards to the Wake44, out of",pass
2305,35,2,10,rush middle,35,84,0,35,"2nd and 35 at FSU16 No Huddle-Shotgun Holmes,Caziah rush middle for 1 yard loss to the Fla St15 (Hall,Aiden; Davis,Jasheen).",rush middle
2238,36,3,10,rush left,36,85,26,0,"3rd and 36 at FSU15 No Huddle-Shotgun Holmes,Caziah rush left for 16 yards gain to the Fla St31 (Garnes,Chelen).",rush left
2238,37,4,10,punt,20,69,0,26,"4th and 20 at FSU31 Mastromanno,Alex punt 34 yards to the Wake35 fair catch by Morin,Taylor at Wake35.",punt
2115,38,1,10,pass,10,80,90,0,"1st and 10 at FSU20 No Huddle-Shotgun Travis,Jordan pass complete short left to Benson,Trey for 80 yards to the Wake00",pass
2056,39,1,10,kick attempt,10,3,0,90,"1st and 10 at WFU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2056,40,1,17,pass,10,66,5,0,"1st and 10 at FSU34 No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 5 yards to the Fla St39",pass
2056,41,2,17,rush middle,5,61,4,5,"2nd and 5 at FSU39 No Huddle-Shotgun Travis,Jordan rush middle for 4 yards gain to the Fla St43 (Hall,Aiden).",rush middle
2056,42,3,17,pass,1,57,5,4,"3rd and 1 at FSU43 No Huddle-Shotgun Travis,Jordan pass complete short left to Bell,Jaheim for 5 yards to the Fla St48",pass
2056,43,1,17,pass,10,52,48,5,"1st and 10 at FSU48 No Huddle-Shotgun Travis,Jordan pass complete deep left to Bell,Jaheim for 38 yards to the Wake14",pass
2056,44,1,17,pass,10,14,24,48,"1st and 10 at WFU14 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 14 yards to the Wake00",pass
1876,45,1,17,kick attempt,10,3,0,24,"1st and 10 at WFU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
1858,46,1,24,pass,10,37,0,0,"1st and 10 at WFU37 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Douglas,Ja'Khi.",pass
1858,47,2,24,rush middle,10,37,7,0,"2nd and 10 at WFU37 No Huddle-Shotgun Travis,Jordan rush middle for 7 yards gain to the Wake30, End Of Play.",rush middle
1858,48,1,24,pass,10,16,0,7,"1st and 10 at WFU16 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Douglas,Ja'Khi broken up by Andersen,Nick.",pass
1858,49,2,24,field goal attempt,10,16,5,0,"2nd and 10 at WFU16 Fitzgerald,Ryan field goal attempt from 34 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
1571,50,1,24,pass,10,85,3,5,"1st and 10 at FSU15 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 3 yards to the Fla St18",pass
1571,51,2,24,pass,7,82,-5,3,"2nd and 7 at FSU18 No Huddle-Shotgun Travis,Jordan pass complete short middle to Bell,Jaheim for 5 yards loss to the Fla St13",pass
1571,52,3,24,pass,12,87,0,-5,"3rd and 12 at FSU13 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Poitier,Kentron QB hurried by Davis,Jasheen.",pass
1571,53,4,24,punt,12,87,0,0,"4th and 12 at FSU13 Mastromanno,Alex punt 37 yards to the Fla St50 Morin,Taylor return 8 yards to the Fla St42 (Jones,Jarrian;",punt
1571,54,1,24,rush right,10,77,6,0,"1st and 10 at FSU23 No Huddle-Shotgun Benson,Trey rush right for 6 yards gain to the Fla St29 (Ganious,Bryce).",rush right
1571,55,2,24,pass,4,71,43,6,"2nd and 4 at FSU29 No Huddle-Shotgun Travis,Jordan pass complete short middle to Douglas,Ja'Khi for 33 yards to the Wake38",pass
1571,56,1,24,pass,10,23,3,43,"1st and 10 at WFU23 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 3 yards to the Wake20",pass
1571,57,2,24,pass,7,20,2,3,"2nd and 7 at WFU20 No Huddle-Shotgun Travis,Jordan pass complete short left to Benson,Trey for 2 yards to the Wake18",pass
1571,58,3,24,pass,5,18,5,2,"3rd and 5 at WFU18 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 5 yards to the Wake13",pass
1571,59,1,24,rush middle,10,13,2,5,"1st and 10 at WFU13 No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the Wake11 (Davis,Jasheen; Ganious,Bryce).",rush middle
1571,60,2,24,pass,8,11,0,2,"2nd and 8 at WFU11 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Williamson,Darion.",pass
1571,61,3,24,pass,8,11,0,0,"3rd and 8 at WFU11 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Coleman,Keon.",pass
1571,62,4,24,field goal attempt,8,11,5,0,"4th and 8 at WFU11 Fitzgerald,Ryan field goal attempt from 29 yards NO GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
952,63,1,18,rush left,10,75,3,5,"1st and 10 at FSU25 No Huddle-Shotgun Benson,Trey rush left for 3 yards gain to the Fla St28 (Jones,DaShawn).",rush left
952,64,2,18,rush middle,7,72,5,3,"2nd and 7 at FSU28 No Huddle-Shotgun Benson,Trey rush middle for 5 yards gain to the Fla St33 (Garnes,Chelen).",rush middle
900,65,3,18,pass,2,67,23,5,"3rd and 2 at FSU33 No Huddle-Shotgun Travis,Jordan pass complete short left to Bell,Jaheim for 13 yards to the Fla St46",pass
900,66,1,18,rush left,10,54,2,23,"1st and 10 at FSU46 No Huddle-Shotgun Hill,Rodney rush left for 2 yards gain to the Fla St48 (Miller,Max; Ganious,Bryce).",rush left
900,67,2,18,rush middle,8,52,18,2,"2nd and 8 at FSU48 No Huddle-Shotgun Travis,Jordan rush middle for 8 yards gain to the Wake44 (Hall,Aiden), 1ST DOWN.",rush middle
900,68,1,18,rush right,10,44,6,18,"1st and 10 at WFU44 No Huddle-Shotgun Hill,Rodney rush right for 6 yards gain to the Wake38 (Carson,Caelen; Garnes,Chelen).",rush right
900,69,2,18,pass,4,38,42,6,"2nd and 4 at WFU38 No Huddle-Shotgun Travis,Jordan pass complete deep left to Morlock,Kyle for 32 yards to the Wake06",pass
694,70,1,18,pass,6,6,-12,42,"1st and 6 at WFU6 No Huddle-Shotgun Travis,Jordan sacked for loss of 12 yards to the Wake18 (Davis,Jasheen). The previous play",pass
694,71,2,18,pass,18,18,0,-12,"2nd and 18 at WFU18 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Poitier,Kentron.",pass
669,72,3,18,rush middle,18,18,88,0,"3rd and 18 at WFU18 No Huddle-Shotgun Benson,Trey rush middle for 18 yards gain to the Wake00 TOUCHDOWN, clock 11:09.",rush middle
669,73,1,18,kick attempt,10,3,0,88,"1st and 10 at WFU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
669,74,1,25,rush middle,10,70,0,0,"1st and 10 at FSU30 No Huddle-Shotgun Holmes,Caziah rush middle for 0 yards to the Fla St30 (Hall,Aiden).",rush middle
669,75,2,25,pass,10,70,33,0,"2nd and 10 at FSU30 No Huddle-Shotgun Rodemaker,Tate pass complete short middle to Williamson,Darion for 23 yards to the",pass
669,76,1,25,rush right,10,47,4,33,"1st and 10 at WFU47 No Huddle-Shotgun Holmes,Caziah rush right for 4 yards gain to the Wake43 (Williams,BJ).",rush right
669,77,2,25,rush middle,11,48,3,4,"2nd and 11 at WFU48 No Huddle-Shotgun Hill,Rodney rush middle for 3 yards gain to the Wake45 (Williams,AJ; Ganious,Bryce)",rush middle
669,78,3,25,rush right,23,60,6,3,"3rd and 23 at FSU40 No Huddle-Shotgun Rodemaker,Tate rush right for 6 yards gain to the Fla St46, out of bounds at Fla St46.",rush right
669,79,4,25,punt,17,54,0,6,"4th and 17 at FSU46 Mastromanno,Alex punt 46 yards to the Wake08 fair catch by Morin,Taylor at Wake08.",punt
78,80,1,25,rush middle,10,77,-2,0,"1st and 10 at FSU23 No Huddle Florida St. rush middle for 2 yards loss to the Fla St21, End Of Play.",rush left
78,81,2,25,rush middle,12,79,0,-2,"2nd and 12 at FSU21 No Huddle Florida St. rush middle for 1 yard loss to the Fla St20, End Of Play.",rush middle
3418,1,1,0,pass,10,86,5,0,"1st and 10 at FSU14 No Huddle-Shotgun Travis,Jordan pass complete short right to Bell,Jaheim for 5 yards to the FSU19",pass
3418,2,2,0,pass,5,81,0,5,"2nd and 5 at FSU19 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Coleman,Keon.",pass
3418,3,3,0,pass,5,81,22,0,"3rd and 5 at FSU19 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 12 yards to the FSU31, End",pass
3418,4,1,0,rush middle,10,69,2,22,"1st and 10 at FSU31 No Huddle Toafili,Lawrance rush middle for 2 yards gain to the FSU33 (Perkins Jr.,Harold; Guillory,Jacobian).",rush middle
3418,5,2,0,pass,8,67,23,2,"2nd and 8 at FSU33 No Huddle-Shotgun Travis,Jordan pass complete short right to Wilson,Johnny for 13 yards to the FSU46",pass
3418,6,1,0,rush left,25,69,22,23,"1st and 25 at FSU31 No Huddle-Shotgun Benson,Trey rush left for 12 yards gain to the FSU43 (Perkins Jr.,Harold; Ryan,Sage).",rush left
3418,7,2,0,pass,13,57,0,22,"2nd and 13 at FSU43 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Hill,Destyn broken up by Brooks Jr.,Greg.",pass
3418,8,3,0,pass,13,57,27,0,"3rd and 13 at FSU43 No Huddle-Shotgun Travis,Jordan pass complete short right to Wilson,Johnny for 17 yards to the LSU40 (Brooks",pass
3418,9,1,0,pass,10,40,50,27,"1st and 10 at LSU40 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 40 yards to the LSU00",pass
3173,10,1,0,kick attempt,10,3,0,50,"1st and 10 at LSU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2928,11,1,0,pass,10,75,0,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny.",pass
2928,12,2,0,pass,10,75,7,0,"2nd and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 7 yards to the FSU32",pass
2928,13,3,0,rush middle,3,68,2,7,"3rd and 3 at FSU32 No Huddle-Shotgun Travis,Jordan rush middle for 2 yards gain to the FSU34 (Perkins Jr.,Harold; Brooks",rush middle
2928,14,4,0,punt,1,66,0,2,"4th and 1 at FSU34 Mastromanno,Alex punt 51 yards to the LSU15 fair catch by Clayton Jr.,Gregory at LSU15.",punt
2700,15,1,0,pass,10,85,3,0,"1st and 10 at FSU15 No Huddle-Shotgun Travis,Jordan pass complete short right to Morlock,Kyle for 3 yards to the FSU18",pass
2700,16,2,0,rush left,7,82,2,3,"2nd and 7 at FSU18 No Huddle-Shotgun Benson,Trey rush left for 2 yards gain to the FSU20 (Sam,Andre).",rush left
2700,17,3,0,pass,5,80,8,2,"3rd and 5 at FSU20 No Huddle-Shotgun Travis,Jordan pass complete short middle to Toafili,Lawrance for 8 yards to the FSU28",pass
2700,18,1,0,rush middle,10,72,3,8,"1st and 10 at FSU28 No Huddle-Shotgun Toafili,Lawrance rush middle for 3 yards gain to the FSU31 (Penn III,Greg; Swinson,Bradyn).",rush middle
2700,19,2,0,rush middle,7,69,0,3,"2nd and 7 at FSU31 No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the FSU32 (Swinson,Bradyn).",rush middle
2700,20,3,0,pass,6,68,0,0,"3rd and 6 at FSU32 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny.",pass
2700,21,4,0,punt,6,68,0,0,"4th and 6 at FSU32 Mastromanno,Alex punt 43 yards to the LSU25 Anderson,Aaron return for loss of 3 yards to the LSU25 fumbled",punt
2700,22,1,0,pass,10,22,0,0,"1st and 10 at LSU22 No Huddle-Shotgun Travis,Jordan pass intercepted by Chestnut,Duce at LSU24 QB hurried by Brooks Jr.,Greg",pass
2700,23,1,0,rush middle,10,99,0,0,"1st and 10 at FSU1 No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the FSU02 (Wingo,Mekhi; Guillory,Jacobian).",rush middle
2700,24,2,0,pass,9,98,5,0,"2nd and 9 at FSU2 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 5 yards to the FSU07, End Of",pass
2281,25,3,0,pass,4,93,0,5,"3rd and 4 at FSU7 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Coleman,Keon broken up by Brooks Jr.,Greg",pass
2281,26,4,0,punt,4,93,0,0,"4th and 4 at FSU7 Mastromanno,Alex punt 44 yards to the LSU49 fair catch by Clayton Jr.,Gregory at LSU49.",punt
1800,27,1,-7,pass,10,75,-4,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 4 yards loss to the FSU21",rush middle
1800,28,2,-7,rush left,14,79,8,-4,"2nd and 14 at FSU21 No Huddle-Shotgun Travis,Jordan rush left for 8 yards gain to the FSU29, End Of Play.Chestnut,Duce injured on",rush left
1800,29,3,-7,pass,6,71,32,8,"3rd and 6 at FSU29 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 22 yards to the LSU49",pass
1800,30,1,-7,pass,15,54,0,32,"1st and 15 at FSU46 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Bell,Jaheim QB hurried by Swinson,Bradyn.",pass
1800,31,2,-7,rush right,15,54,3,0,"2nd and 15 at FSU46 No Huddle-Shotgun Travis,Jordan rush right for 3 yards gain to the FSU49 (Chestnut,Duce), out of bounds.",rush right
1800,32,3,-7,pass,12,51,28,3,"3rd and 12 at FSU49 No Huddle-Shotgun Travis,Jordan pass complete short left to Wright Jr.,Winston for 18 yards to the LSU33",pass
1800,33,1,-7,pass,10,33,7,28,"1st and 10 at LSU33 No Huddle-Shotgun Travis,Jordan pass complete short left to Morlock,Kyle for 7 yards to the LSU26",pass
1800,34,2,-7,rush right,3,26,2,7,"2nd and 3 at LSU26 No Huddle-Shotgun Benson,Trey rush right for 2 yards gain to the LSU24 (Guillory,Jacobian; Wingo,Mekhi).",rush right
1800,35,3,-7,rush middle,1,24,13,2,"3rd and 1 at LSU24 No Huddle Travis,Jordan rush middle for 3 yards gain to the LSU21 (Oghoufo,Ovie), 1ST DOWN.",rush middle
1800,36,1,-7,pass,10,21,31,13,"1st and 10 at LSU21 No Huddle-Shotgun Travis,Jordan pass complete deep right to Coleman,Keon for 21 yards to the LSU00",pass
961,37,1,-7,kick attempt,10,3,0,31,"1st and 10 at LSU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
900,38,1,-3,pass,10,75,0,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Wilson,Johnny broken up by Burns,Major",pass
900,39,1,-3,rush middle,10,60,8,0,"1st and 10 at FSU40 No Huddle-Shotgun Toafili,Lawrance rush middle for 8 yards gain to the FSU48 (Alexander,Zy; Burns,Major).",rush middle
900,40,2,-3,rush middle,2,52,4,8,"2nd and 2 at FSU48 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the LSU48 (Speights,Omar;",rush middle
900,41,1,-3,rush left,10,48,3,4,"1st and 10 at LSU48 No Huddle Benson,Trey rush left for 3 yards gain to the LSU45 (Oghoufo,Ovie).",rush left
900,42,2,-3,pass,7,45,6,3,"2nd and 7 at LSU45 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 6 yards to the LSU39",pass
900,43,3,-3,pass,1,39,27,6,"3rd and 1 at LSU39 No Huddle Spann,Deuce pass complete short middle to Wilson,Johnny for 17 yards to the LSU22",pass
900,44,1,-3,rush right,10,22,3,27,"1st and 10 at LSU22 No Huddle Benson,Trey rush right for 3 yards gain to the LSU19 (Swinson,Bradyn).",rush right
900,45,2,-3,rush middle,7,19,-6,3,"2nd and 7 at LSU19 No Huddle-Shotgun Benson,Trey rush middle for 6 yards loss to the LSU25 (Swinson,Bradyn).",rush right
900,46,3,-3,pass,13,25,10,-6,"3rd and 13 at LSU25 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 10 yards to the LSU15",pass
900,47,4,-3,field goal attempt,3,15,5,10,"4th and 3 at LSU15 Fitzgerald,Ryan field goal attempt from 33 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
900,48,1,0,rush middle,10,87,-4,5,"1st and 10 at FSU13 No Huddle-Shotgun Hill,Rodney rush middle for 4 yards loss to the FSU09 (Jefferson,Jordan).",pass
900,49,2,0,pass,14,91,51,-4,"2nd and 14 at FSU9 No Huddle-Shotgun Travis,Jordan pass complete deep middle to Coleman,Keon for 41 yards to the FSU50",pass
900,50,1,0,rush middle,10,50,7,51,"1st and 10 at FSU50 No Huddle-Shotgun Hill,Rodney rush middle for 7 yards gain to the LSU43 (Burns,Major; Alexander,Zy).",rush middle
900,51,2,0,pass,3,43,0,7,"2nd and 3 at LSU43 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 0 yards to the LSU43",pass
900,52,3,0,rush left,3,43,0,0,"3rd and 3 at LSU43 No Huddle-Shotgun Toafili,Lawrance rush left for 1 yard gain to the LSU42 (Sam,Andre; Speights,Omar).",rush left
900,53,4,0,pass,2,42,51,0,"4th and 2 at LSU42 No Huddle-Shotgun Travis,Jordan pass complete short right to Toafili,Lawrance for 41 yards to the LSU01",pass
1062,54,1,0,rush left,1,1,60,51,"1st and 1 at LSU1 No Huddle-Shotgun Travis,Jordan rush left for 1 yard gain to the LSU00 TOUCHDOWN, clock 02:42.",rush left
1062,55,1,0,kick attempt,10,3,0,60,"1st and 10 at LSU3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
900,56,1,7,rush middle,10,57,24,0,"1st and 10 at FSU43 No Huddle-Shotgun Benson,Trey rush middle for 14 yards gain to the LSU43 (Burns,Major; Swinson,Bradyn),",rush middle
900,57,1,7,rush middle,10,43,4,24,"1st and 10 at LSU43 No Huddle-Shotgun Benson,Trey rush middle for 4 yards gain to the LSU39 (Perkins Jr.,Harold).",rush middle
900,58,2,7,rush right,6,39,-2,4,"2nd and 6 at LSU39 No Huddle-Shotgun Benson,Trey rush right for 2 yards loss to the LSU41 (Sam,Andre; Brooks Jr.,Greg).",pass
900,59,3,7,rush right,8,41,23,-2,"3rd and 8 at LSU41 No Huddle-Shotgun Travis,Jordan rush right for 13 yards gain to the LSU28 (Burns,Major), out of bounds, 1ST",rush right
900,60,1,7,pass,10,28,6,23,"1st and 10 at LSU28 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 6 yards to the LSU22",pass
